4	0.21644397811673902
9	0.20695805826782337
15	0.15978486616693302
21	0.1560196010303185
33	0.07986700347329614
43	0.053172029546439174
54	0.042970867703156945
65	0.028812962111528104
76	0.02630790941331697
89	0.021725346270755064
102	0.02000162654115327
116	0.01678159428299572
131	0.01542702357662265
145	0.014993507345158044
161	0.01405877333568345
178	0.013472859341056062
196	0.012701430379733952
216	0.011814646350672212
235	0.010984790236410982
255	0.010565178644479534
276	0.010115206063455243
302	0.00943337767565694
324	0.00891041271554234
348	0.008499268942667157
372	0.008264009374091871
397	0.0077546146392993565
424	0.006830051104729423
452	0.006346025858533541
477	0.006218644005251031
502	0.006049171173054313
528	0.005802010124743212
555	0.0057110477866894604
585	0.005608574913847461
611	0.005570031139552525
655	0.0017417592226223744
698	0.0010305872002883687
733	0.0009400248801809258
773	0.0008679261112145009
812	0.0006116006476566682
852	0.0005541769939156754
891	0.0005133711919191319
937	0.00042545288998228903
981	0.00038428701447251745
1028	0.00034252250443338184
1075	0.000325902667972916
1126	0.00029056370579881585
1180	0.0002708647836171668
1230	0.00023947218914657786
1295	0.00018688029750116297
1377	0.00014151327493336363
1441	0.00011796940383888843
1513	5.431214715992394e-5
1587	2.8404746116802992e-5
1667	1.5373596044337967e-5
1722	1.3660049831207277e-5
1800	1.1355734814977314e-5
1888	7.872629103275464e-6
