1	0.11665961522129432
2	0.1103348876557169
3	0.10879063716455897
4	0.09698195369258465
5	0.17848354609400488
6	0.09309137696005096
7	0.06806989651510024
8	0.06264119377168609
9	0.06276083624201709
10	0.052061688133273734
11	0.05309517113837971
12	0.0559475232175944
13	0.04341202880712525
14	0.03736689710253188
15	0.05229263552490729
16	0.043992509122100995
17	0.04374951729301588
18	0.030823325282023424
19	0.027273112547590822
20	0.02715185707312709
21	0.02045637533515681
22	0.014643959993766359
23	0.015225337559590383
24	0.024583641162779196
25	0.025174767829264415
26	0.015564005987995021
27	0.01394705602428489
28	0.008390612824410212
29	0.010705610489793595
30	0.011633235419262693
31	0.0046262357601063835
32	0.005479931592850828
33	0.004997843138637523
34	0.0042086428877093525
35	0.004360919277588984
36	0.004833238612947417
37	0.005523524219669125
38	0.005180173524459139
39	0.003546392231611434
40	0.0027927082357939222
41	0.0019929335372168757
42	0.001289745320470815
43	0.004881636503145641
44	0.003946527422978433
45	0.002888791453665777
46	0.003026399688585587
47	0.0024923236900893783
48	0.002872769547185273
49	0.002538608501924821
50	0.0023268550007436604
51	0.0015391616897589893
52	0.0011703991586311585
53	0.0007867151795127875
54	0.0007180609932570822
55	0.0004067964855283638
56	0.00030887004910818745
