enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity,maxpoolgradient
twolocal,entangled,twolocal,gibbs,2,2,14,14,1,0,0.0,0.0,0.0,0.0,0.40372932998034994,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,2,0,0.0,0.0,0.0,0.0,0.4401030028686199,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,3,0,0.0,0.0,0.0,0.0,0.8204688503545134,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,4,0,0.0,0.0,0.0,0.0,0.8328103320405879,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,5,0,0.0,0.0,0.0,0.0,0.8344183342266549,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,6,0,0.0,0.0,0.0,0.0,0.9336778095209548,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,7,0,0.0,0.0,0.0,0.0,0.9678396816183679,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,8,0,0.0,0.0,0.0,0.0,0.9777261145885005,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,9,0,0.0,0.0,0.0,0.0,0.9910564503872215,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,10,0,0.0,0.0,0.0,0.0,0.9930739831464123,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,11,0,0.0,0.0,0.0,0.0,0.9952985327652603,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,12,0,0.0,0.0,0.0,0.0,0.9985595698659849,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,13,0,0.0,0.0,0.0,0.0,0.9995214166893215,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,14,0,0.0,0.0,0.0,0.0,0.9999569531569803,0.0
twolocal,entangled,twolocal,gibbs,2,2,14,14,15,0,0.0,0.0,0.0,0.0,0.9999937773266769,0.0
