enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity
twolocal,entangled,twolocal,overlap,3,3,1,1,0,0,0.0,0.5780661817221153,0.612910919902848,0.48378601088911655,0.5465103970418957
twolocal,entangled,twolocal,overlap,3,3,1,1,1,3,0.0046579837799072266,0.5780661817221151,0.6129109199028462,0.32276897968948387,0.6033263379069089
twolocal,entangled,twolocal,overlap,3,3,1,1,2,9,0.03237795829772949,0.5775179575269357,0.7950339070304495,0.38683569210627905,0.7459491639242328
twolocal,entangled,twolocal,overlap,3,3,1,1,3,15,0.08148908615112305,0.4698510426468263,0.9516583213454565,0.2816136368814716,0.7642222875085477
twolocal,entangled,twolocal,overlap,3,3,1,1,4,23,0.16987395286560059,0.4739359832492784,0.9455592118147271,0.27268464464643394,0.7877499909396813
twolocal,entangled,twolocal,overlap,3,3,1,1,5,31,0.2823669910430908,0.39198034187451875,1.111508989273609,0.19120639457612115,0.8525690443341305
twolocal,entangled,twolocal,overlap,3,3,1,1,6,39,0.41063809394836426,0.3562429688463712,1.1981347805944724,0.14010547704159917,0.8778648174613614
twolocal,entangled,twolocal,overlap,3,3,1,1,7,49,0.6305930614471436,0.2308586726082109,1.7068286447042775,0.04038437310483179,0.9589637845050958
twolocal,entangled,twolocal,overlap,3,3,1,1,8,58,0.8427751064300537,0.23244088907714253,1.6908637821063286,0.032699178539617006,0.9654775148249621
twolocal,entangled,twolocal,overlap,3,3,1,1,9,69,1.1280171871185303,0.24560962232053235,1.6557863897558611,0.05069235492636627,0.9721548401412612
twolocal,entangled,twolocal,overlap,3,3,1,1,10,80,1.5077261924743652,0.24949411562899135,1.6436979015458295,0.0468911226187117,0.9751048137387642
twolocal,entangled,twolocal,overlap,3,3,1,1,11,91,1.8816261291503906,0.24978917398468736,1.6477420965315654,0.048793648537784375,0.9781852147020655
twolocal,entangled,twolocal,overlap,3,3,1,1,12,103,2.4987921714782715,0.2427440899291643,1.6592410933605233,0.05999661746865202,0.9825023242327766
twolocal,entangled,twolocal,overlap,3,3,1,1,13,116,3.119046211242676,0.23871068295125464,1.6666723676381519,0.04718166613123154,0.9862747690226178
twolocal,entangled,twolocal,overlap,3,3,1,1,14,130,3.877427101135254,0.23537901174652293,1.6767969961107503,0.04982755452847036,0.9882258061932321
twolocal,entangled,twolocal,overlap,3,3,1,1,15,144,4.637414932250977,0.22991826280576644,1.6851413258410113,0.03489748625930329,0.9900978602519636
twolocal,entangled,twolocal,overlap,3,3,1,1,16,160,5.626846075057983,0.22875981305054385,1.6924969622596198,0.033569342545827094,0.9910545386592086
twolocal,entangled,twolocal,overlap,3,3,1,1,17,177,6.894145965576172,0.2259704827470213,1.7005908021848348,0.0281964311599886,0.9922105920039366
twolocal,entangled,twolocal,overlap,3,3,1,1,18,196,8.758440971374512,0.22069632090006094,1.710125642292599,0.017733811751282146,0.9937309207930696
twolocal,entangled,twolocal,overlap,3,3,1,1,19,216,10.76777195930481,0.2228615502862123,1.7015036744153011,0.020756570837625984,0.9943865131201804
twolocal,entangled,twolocal,overlap,3,3,1,1,20,236,12.728325843811035,0.22265541097628236,1.6994889292549287,0.022974952164573202,0.994896237149757
twolocal,entangled,twolocal,overlap,3,3,1,1,21,257,15.050920009613037,0.21995287036718209,1.7091892792776344,0.016164649591242676,0.9954234503686566
twolocal,entangled,twolocal,overlap,3,3,1,1,22,279,17.7781400680542,0.22188403647692212,1.7040369776844693,0.01878426145601566,0.9959628233411134
twolocal,entangled,twolocal,overlap,3,3,1,1,23,301,20.46809196472168,0.22252899089406517,1.7037989614964497,0.013774530281553652,0.9964012886096737
twolocal,entangled,twolocal,overlap,3,3,1,1,24,324,23.703866958618164,0.22285087943264958,1.698932364315287,0.015563580579972404,0.9966791252669966
twolocal,entangled,twolocal,overlap,3,3,1,1,25,347,26.673452854156494,0.2218851918996463,1.7017756512209556,0.01654943884510641,0.9971879586701062
twolocal,entangled,twolocal,overlap,3,3,1,1,26,370,29.730984926223755,0.2230888707483402,1.6966342738420188,0.016997370230720232,0.9974481335040027
twolocal,entangled,twolocal,overlap,3,3,1,1,27,392,32.91812992095947,0.22177171002960414,1.7016288785083802,0.01869069391975682,0.9976577104533505
twolocal,entangled,twolocal,overlap,3,3,1,1,28,416,36.538410902023315,0.22222939407925377,1.7002703049085761,0.014141987068994825,0.9978544894982527
twolocal,entangled,twolocal,overlap,3,3,1,1,29,440,40.46302080154419,0.22179209417403511,1.7032741638824427,0.01123899267535777,0.9980625912247277
twolocal,entangled,twolocal,overlap,3,3,1,1,30,464,44.369736671447754,0.22197253337210576,1.7041507725048142,0.010293241671923317,0.9981805563983615
twolocal,entangled,twolocal,overlap,3,3,1,1,31,489,48.581106662750244,0.22216515151131908,1.7048987267261422,0.004927680830719108,0.9985518834957294
twolocal,entangled,twolocal,overlap,3,3,1,1,32,515,53.287872552871704,0.22255480364344907,1.7032266982935922,0.002847739023063796,0.9987029918813197
twolocal,entangled,twolocal,overlap,3,3,1,1,33,541,58.235581398010254,0.22226342405981572,1.7041645603135436,0.0022997553311393873,0.998865059779343
twolocal,entangled,twolocal,overlap,3,3,1,1,34,568,63.548335313797,0.2217538384294445,1.7063880430711709,0.002209860674378221,0.9990075213670778
twolocal,entangled,twolocal,overlap,3,3,1,1,35,595,69.00489735603333,0.22068965388644524,1.7104826487163376,0.0027794859785783763,0.9991010308251973
twolocal,entangled,twolocal,overlap,3,3,1,1,36,621,74.5484972000122,0.2207063009128248,1.709717293708058,0.002719462678840774,0.9992456162071428
twolocal,entangled,twolocal,overlap,3,3,1,1,37,651,81.32909822463989,0.2211142717125065,1.706761263186302,0.004549630664946021,0.9994332970319417
twolocal,entangled,twolocal,overlap,3,3,1,1,38,682,88.61902022361755,0.22269226139847811,1.7010700159106134,0.005313656448477734,0.9995247548685735
