enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,0,0,0.0,0.5049999999999996,0.6881388137135871,0.2904734491183144,0.4913920843424534
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,1,5,0.0011799335479736328,0.518959244404508,0.6740662633740262,0.30236400749063846,0.4853331045535829
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,2,11,0.003573894500732422,0.5306878665742415,0.6621374287312272,0.3011247347815692,0.5000950734392938
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,3,19,0.008307695388793945,0.5390753796396515,0.6535462285272138,0.2893418481008556,0.5525622147795066
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,4,27,0.012605667114257812,0.5163105149433229,0.6767468102409826,0.19876558819520632,0.5734743315299405
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,5,36,0.04346585273742676,0.5424772647254572,0.6500470561310394,0.20986322915900874,0.5826400526751431
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,6,48,0.05677986145019531,0.5344948896295706,0.6582442902700955,0.20169943237125412,0.5980407834786977
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,7,59,0.07088279724121094,0.5030328442848975,0.6901112627635512,0.2132203791100568,0.6119763575597678
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,8,72,0.11209368705749512,0.5229856986695122,0.6699820471799768,0.11464248689281985,0.6317864470417335
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,9,85,0.13041472434997559,0.5214212266136515,0.6715703146079399,0.12912772639623077,0.6461745413391435
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,10,101,0.15498566627502441,0.5256210781628287,0.6673026770113654,0.16803183497957658,0.6610095155694423
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,11,119,0.2097787857055664,0.583968427024671,0.6066547636617211,0.23607483504771537,0.6744924043316776
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,12,135,0.2636897563934326,0.5762707999730289,0.6148082925097474,0.24527550607223614,0.6736202263818017
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,13,167,0.38411474227905273,0.542327902959619,0.6502008688896387,0.24055127684936362,0.7453892589057478
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,14,189,0.48693180084228516,0.5228898802975359,0.6700793724949653,0.16051457488148593,0.7556618489571093
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,15,209,0.561896800994873,0.5248517059923536,0.6680854000406096,0.16386021565099806,0.7596903674300178
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,16,229,0.6374669075012207,0.5236563982604945,0.6693006180466312,0.16657075466933155,0.7624352288000096
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,17,250,0.7392280101776123,0.5083014437853774,0.6848226115244014,0.16446627739510244,0.7658375342822824
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,18,274,0.85384202003479,0.5084499603809551,0.6846732572053438,0.1342124141660008,0.7696404275398636
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,19,297,0.9486370086669922,0.5088268628998709,0.6842941613416448,0.1337169345581445,0.7702377243397717
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,20,320,1.065384864807129,0.5112502702215153,0.6818543364547764,0.13526186655255124,0.7703956667372114
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,21,345,1.1972758769989014,0.5108528457916118,0.6822547284511371,0.13819779430060336,0.7713229669126693
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,22,372,1.368283748626709,0.5095743394528411,0.6835420486425154,0.14206470779711033,0.7717679944697102
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,23,400,1.5451397895812988,0.5097071575531436,0.6834083668843154,0.1414552867076493,0.7718314880138156
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,24,425,1.7115187644958496,0.5098337967503019,0.6832808929949434,0.14018455558780382,0.771844222905187
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,25,453,1.902519941329956,0.5095819478897446,0.6835343910563215,0.13860969133012727,0.7718644146874669
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,26,483,2.1325321197509766,0.5096094520871659,0.6835067088566782,0.1386962547271352,0.7718794616400563
twolocal,zipf_0.1,twolocal,renyi,3,1,1,1,27,511,2.3272790908813477,0.5096323965170165,0.6834836155396704,0.1387617385686706,0.7718853476952214
