enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,0,0,0.0,0.13080695874471945,2.057536067718764,0.13846236374397342,0.8934114444118078
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,1,4,0.029963970184326172,0.13791051161867907,2.027729317935774,0.13264494250980366,0.8969051237264882
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,2,10,0.06388211250305176,0.1434148346214394,2.0047419931330963,0.13338836529652415,0.9021946605645386
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,3,18,0.11122822761535645,0.14470248342504832,1.9996155188307758,0.13390982218506717,0.9041354833187673
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,4,26,0.17358136177062988,0.14292079258449983,2.007009233196472,0.12725792099118458,0.9068879714354509
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,5,35,0.2690563201904297,0.14752264182718064,1.9882845683571455,0.12291385577693541,0.9123893937844614
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,6,45,0.3873932361602783,0.14731457019633576,1.9866488343858995,0.12258542928360813,0.9142719995612532
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,7,56,0.5514492988586426,0.15675048440193498,1.944087882508775,0.11516949544469382,0.9194685823544121
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,8,69,0.7714462280273438,0.16979149338919747,1.8838642499198612,0.14191222276564336,0.9207928448335545
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,9,81,0.9875640869140625,0.1699188981818266,1.8823962787745996,0.13739627459980985,0.9228842606168126
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,10,95,1.2696151733398438,0.17399063014762184,1.85887175890307,0.1336444648717877,0.9283307284743956
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,11,109,1.5756323337554932,0.17444647249057257,1.859718484978894,0.11759056046473251,0.9333614698759399
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,12,123,1.9059114456176758,0.17643465596414157,1.849716894643748,0.11496760204201115,0.9346573195382308
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,13,140,2.37750244140625,0.1904429273090365,1.7927925320709135,0.12879926223238475,0.9411810566020711
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,14,158,2.874955415725708,0.19334235531497507,1.77348510724838,0.1215611284504812,0.9479021220288453
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,15,177,3.4362094402313232,0.19478297897823804,1.769736020174278,0.12718112935355383,0.9510864795260145
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,16,195,4.005696535110474,0.196168585324822,1.7680667595111377,0.11172123868462512,0.9551619701193313
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,17,214,4.67448353767395,0.19370974160484225,1.7784953387329563,0.11725242533773109,0.9569190015517929
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,18,233,5.343936443328857,0.2020799339346564,1.7564640832858331,0.11158810875119833,0.9610248884543432
twolocal,zipf_0.1,twolocal,renyi,3,3,1,1,19,252,6.051062345504761,0.19942588801628888,1.7595327831300578,0.09922515365467224,0.9635459046487739
