enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,0,0,0.0,0.2579906978612686,1.3707533926096143,0.07396739558620695,0.9129846109027802
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,1,4,0.021773099899291992,0.29980200719782674,1.2784396750554754,0.10922924764134773,0.9122423076900699
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,2,11,0.024418115615844727,0.3223062521762806,1.2202364923028712,0.07105078368445523,0.9199872613926472
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,3,19,0.02999711036682129,0.3345896703525025,1.1874812635249343,0.05369615779756752,0.968797025873203
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,4,28,0.0364232063293457,0.37372298671417603,1.151045613786203,0.053340761063700795,0.9859559455909365
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,5,37,0.043917179107666016,0.3607778050909337,1.1678822288531676,0.036427396057876135,0.9909281150599677
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,6,47,0.08562731742858887,0.36322603600093395,1.1551278134879115,0.03642739605787612,0.9923253451405206
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,7,58,0.09699749946594238,0.38952801101532364,1.1027344654932512,0.036427396057876135,0.9943470232885704
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,8,71,0.14148545265197754,0.3990196802434938,1.0775886730546325,0.02756832304772973,0.9969047911254114
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,9,84,0.15843844413757324,0.3969710721322428,1.0878109919036567,0.02616517286188509,0.9980744713380031
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,10,98,0.20524263381958008,0.40134558699823963,1.0821006224175034,0.005281062532498118,0.9988129498081973
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,11,112,0.22800159454345703,0.41707422098008573,1.0599501030706697,0.011797162598349412,0.9994775177742332
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,12,128,0.2811596393585205,0.4198775932845781,1.049022995318731,0.011463998128904598,0.9997350346043984
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,13,147,0.34532856941223145,0.42509619201695087,1.0394765272548692,0.0025053114509558105,0.9999647443484355
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,14,165,0.41291069984436035,0.42752637150267614,1.0338293651915103,0.0011631401973244693,0.9999836502655255
twolocal,zipf_0.1,twolocal,renyi,2,2,1,1,15,185,0.5110757350921631,0.4266605672029563,1.03516278340433,2.946449750851343e-9,0.9999999999999984
