enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity,maxpoolgradient
twolocal,entangled,twolocal,overlap,3,1,9,9,0,0,0.0,0.9943314892218249,0.019503265206820455,0.8236727340795023,0.3705685422505522,0.1325911736945135
twolocal,entangled,twolocal,overlap,3,1,9,9,1,4,0.0019278526306152344,0.9943314892218246,0.019503265206827453,0.7232411931835222,0.4405698367376407,0.21342182764996462
twolocal,entangled,twolocal,overlap,3,1,9,9,2,10,0.005241870880126953,0.6806596573619067,0.49964011113919166,0.3973832301553315,0.6887905630090568,0.2428354258807314
twolocal,entangled,twolocal,overlap,3,1,9,9,3,16,0.010914802551269531,0.6456343441314595,0.5394616646119976,0.31652092264378023,0.7250439656706168,0.13543494668667877
twolocal,entangled,twolocal,overlap,3,1,9,9,4,22,0.01787877082824707,0.614341337715553,0.5739921376842207,0.32841241272408817,0.7327404818085465,0.11382104968482974
twolocal,entangled,twolocal,overlap,3,1,9,9,5,29,0.02847886085510254,0.6066930186598806,0.5822930341618698,0.27827478894144353,0.7394653665989874,0.11587422012152533
twolocal,entangled,twolocal,overlap,3,1,9,9,6,36,0.0393826961517334,0.6062900332540383,0.5827289532259834,0.2701634908994649,0.7478828075320936,0.10930012372750117
twolocal,entangled,twolocal,overlap,3,1,9,9,7,44,0.08093976974487305,0.6052827120476939,0.5838179677250536,0.26128724356399896,0.7532071481371677,0.08158577329825459
twolocal,entangled,twolocal,overlap,3,1,9,9,8,53,0.10127496719360352,0.5717391076060463,0.6195858013899579,0.24314341273860207,0.7568823152389423,0.06912850992415312
twolocal,entangled,twolocal,overlap,3,1,9,9,9,62,0.1385059356689453,0.5434687613073352,0.6490255932353712,0.23532686212582146,0.7587795940674121,0.0672673139467805
twolocal,entangled,twolocal,overlap,3,1,9,9,10,74,0.1739799976348877,0.5350966274886516,0.657627980301398,0.21511509859381303,0.7623171250238169,0.04059954594717336
twolocal,entangled,twolocal,overlap,3,1,9,9,11,86,0.23699498176574707,0.5431313859040726,0.6493732471682733,0.2167129847401633,0.763401410840118,0.03401320775697422
twolocal,entangled,twolocal,overlap,3,1,9,9,12,98,0.3054790496826172,0.543711680831754,0.6487752205004256,0.21578113331328624,0.7639965694006976,0.027787448530155245
twolocal,entangled,twolocal,overlap,3,1,9,9,13,109,0.3704690933227539,0.5429326862110926,0.6495779609166857,0.21438222183365518,0.764449436810048,0.03362486311331383
twolocal,entangled,twolocal,overlap,3,1,9,9,14,122,0.4470970630645752,0.5425390319687728,0.6499834433848866,0.21070843173571333,0.7652620151648304,0.03199089827324401
twolocal,entangled,twolocal,overlap,3,1,9,9,15,137,0.5378010272979736,0.5435364869458017,0.648955794062859,0.21161645154981013,0.7665777445194304,0.026171068172504895
twolocal,entangled,twolocal,overlap,3,1,9,9,16,154,0.6650960445404053,0.5427898875809022,0.6497250635414449,0.20920475626611534,0.7670996493905963,0.02281811075160402
twolocal,entangled,twolocal,overlap,3,1,9,9,17,172,0.8092191219329834,0.54494213310844,0.6475063409097084,0.20993514214648257,0.7675458355960271,0.020880232369882443
twolocal,entangled,twolocal,overlap,3,1,9,9,18,189,0.946796178817749,0.5433184926652247,0.6491804504299549,0.20466980337025564,0.767876832025161,0.018647144934235332
twolocal,entangled,twolocal,overlap,3,1,9,9,19,207,1.1190452575683594,0.5445408916800314,0.6479202371626323,0.21182975099052975,0.7682042931664091,0.014660816357380226
twolocal,entangled,twolocal,overlap,3,1,9,9,20,227,1.2810561656951904,0.5435673346183237,0.6489240008067718,0.21155286424972414,0.768677941246515,0.00886901024908011
twolocal,entangled,twolocal,overlap,3,1,9,9,21,246,1.4699511528015137,0.5414088151601578,0.6511469819318001,0.2090452483906677,0.7687832420249555,0.007990078954235421
twolocal,entangled,twolocal,overlap,3,1,9,9,22,269,1.6789271831512451,0.5412977079597698,0.6512613138313059,0.20948108162945475,0.7688686919447345,0.004647083670741783
twolocal,entangled,twolocal,overlap,3,1,9,9,23,293,1.9034833908081055,0.5412486404969972,0.651311802489704,0.213812553552207,0.7689012787377086,0.004539437240503306
twolocal,entangled,twolocal,overlap,3,1,9,9,24,319,2.1714234352111816,0.5411995380535659,0.6513623253607075,0.21217207498515728,0.7689547916176094,0.0021833401372048284
twolocal,entangled,twolocal,overlap,3,1,9,9,25,347,2.4896814823150635,0.5410421208665087,0.6515242842764128,0.2133208683375259,0.7689853213894762,0.0015033535869735692
twolocal,entangled,twolocal,overlap,3,1,9,9,26,376,2.7910592555999756,0.541327033848283,0.6512311376947808,0.21387926594775797,0.7689928538779001,0.0007159709237177658
