enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,runtime,purity,entropy,distance,fidelity
twolocal,entangled,twolocal,renyi,2,0,1,1,0,0.0,1.0,9.448165051440279e-17,0.5190540236544688,0.5475246883018758
twolocal,entangled,twolocal,renyi,2,0,1,1,1,0.0002810955047607422,1.0,1.7763568394002505e-15,0.42912499250948966,0.5496514815994544
twolocal,entangled,twolocal,renyi,2,0,1,1,2,0.0006451606750488281,1.0,1.3322676295501878e-15,0.41283713790000076,0.5574155070571779
twolocal,entangled,twolocal,renyi,2,0,1,1,3,0.0016009807586669922,1.0,-9.957312752106873e-16,0.1801582402296677,0.7068189170073378
twolocal,entangled,twolocal,renyi,2,0,1,1,4,0.0027620792388916016,1.0,5.770666063054097e-16,0.14799924168996245,0.7131264465598782
twolocal,entangled,twolocal,renyi,2,0,1,1,5,0.00397491455078125,1.0,1.7763568394002505e-15,0.1646359880040122,0.7372314368863204
twolocal,entangled,twolocal,renyi,2,0,1,1,6,0.008648872375488281,1.0,1.1102230246251565e-15,0.09296996029253883,0.7642875933000102
twolocal,entangled,twolocal,renyi,2,0,1,1,7,0.010259866714477539,1.0,2.4424906541753444e-15,0.09808499751193281,0.7643000115445538
