enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,0,0,0.0,0.5000500000000001,0.6930971797265765,0.0704176991615647,0.7281148613123021
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,1,4,0.0006659030914306641,0.6508301478417411,0.5336358028772873,0.17404470325332758,0.7964674742409232
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,2,9,0.0018987655639648438,0.6638781294818774,0.5188829367865091,0.09556245040930726,0.8303056897621028
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,3,15,0.0037126541137695312,0.6509794033902515,NaN,0.05427009133514904,0.845265959569405
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,4,22,0.006575584411621094,0.5712564817626686,0.6200936324229523,0.053336632245105625,0.8601536785913276
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,5,31,0.010248661041259766,0.5593328792149601,0.632581312348926,0.07413200206435913,0.8877135809833547
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,6,40,0.014995813369750977,0.5451856696513921,0.6472550648450903,0.10274815184696239,0.8990328503160389
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,7,52,0.022322893142700195,0.5956031529032448,0.5942372193279061,0.06496149956915234,0.9191044395115543
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,8,63,0.0297698974609375,0.5732000025455702,0.6180474712187952,0.06975385738618148,0.9220997111398967
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,9,74,0.04958677291870117,0.5652646540356303,0.6263829238175097,0.04716917877431581,0.9237071434377755
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,10,87,0.06165885925292969,0.5677016157052465,NaN,0.04455515727738259,0.9238324995479001
twolocal,zipf_0.01,twolocal,overlap,2,1,1,1,11,101,0.08686399459838867,0.5679999026948334,0.623515421679886,0.044295705889576154,0.9238719791446204
