enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity
twolocal,entangled,twolocal,renyi,2,0,19,19,0,0,0.0,0.9999999999999999,NaN,0.4247677394175464,0.5315720032941318
twolocal,entangled,twolocal,renyi,2,0,19,19,1,4,0.0002789497375488281,1.0,-1.4655298100651207e-15,0.14240626539400597,0.5799563914958933
twolocal,entangled,twolocal,renyi,2,0,19,19,2,9,0.0007789134979248047,1.0,7.771561172376096e-16,0.14240626539400608,0.5832224931065157
twolocal,entangled,twolocal,renyi,2,0,19,19,3,17,0.0028679370880126953,0.9999999999999998,-1.9984014443252818e-15,0.2233128756544919,0.7015209641679256
twolocal,entangled,twolocal,renyi,2,0,19,19,4,27,0.004230976104736328,1.0,-1.4988010832439613e-15,0.23610498590110648,0.7097353355476625
twolocal,entangled,twolocal,renyi,2,0,19,19,5,39,0.0059549808502197266,0.9999999999999998,3.3306690738754696e-16,0.13831418692438696,0.7246705236798816
twolocal,entangled,twolocal,renyi,2,0,19,19,6,50,0.007748126983642578,1.0,-1.7763568394002505e-15,0.08848028845743401,0.7265427835182743
