enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,runtime,purity,entropy,distance,fidelity
twolocal,entangled,twolocal,renyi,4,2,1,1,43,74.92829895019531,0.31257338228086023,1.2644755569072497,0.26478686715295924,0.721784516466022
twolocal,entangled,twolocal,renyi,4,2,1,1,44,78.92279314994812,0.3136151779052826,1.2628917482872697,0.2556739440375242,0.7242679788650672
twolocal,entangled,twolocal,renyi,4,2,1,1,45,82.99123120307922,0.3111722485666086,1.267097873368813,0.25345123369124883,0.7251469267991948
twolocal,entangled,twolocal,renyi,4,2,1,1,46,87.01217937469482,0.31050076830009626,1.2687375386685857,0.2518466114794227,0.7256260195773826
twolocal,entangled,twolocal,renyi,4,2,1,1,47,91.12792134284973,0.3096476106856904,1.2706185580158427,0.251669770564888,0.7258768720996971
twolocal,entangled,twolocal,renyi,4,2,1,1,48,95.44003415107727,0.31009760160058375,1.2697579706904583,0.24879101208021387,0.7259522386601528
twolocal,entangled,twolocal,renyi,4,2,1,1,49,100.17929029464722,0.309420880406666,1.270079170164356,0.2514025643283889,0.7276565883786609
twolocal,entangled,twolocal,renyi,4,2,1,1,50,104.91185450553894,0.3078248135961332,1.2731352344742475,0.24399034858492238,0.7287285666873972
twolocal,entangled,twolocal,renyi,4,2,1,1,51,109.68782138824463,0.3082180128837804,1.272075273885719,0.2329779113453636,0.7298653364571832
twolocal,entangled,twolocal,renyi,4,2,1,1,52,114.7058744430542,0.30792057537881773,1.272305959129921,0.21863073600556313,0.7315342777407016
twolocal,entangled,twolocal,renyi,4,2,1,1,53,119.83579754829407,0.3070722043229326,1.2732127849798,0.21630376246093558,0.7318333171039907
twolocal,entangled,twolocal,renyi,4,2,1,1,54,125.57398676872253,0.30552764541650707,1.2749811773351203,0.1925313936969732,0.7334322568996784
twolocal,entangled,twolocal,renyi,4,2,1,1,55,131.14237475395203,0.3083864103176841,1.2702884865709434,0.19465470182653702,0.7335099581364666
twolocal,entangled,twolocal,renyi,4,2,1,1,56,144.29513573646545,0.30382820398269156,1.2799996434933347,0.17360832287183128,0.7414789391321651
twolocal,entangled,twolocal,renyi,4,2,1,1,57,151.2552206516266,0.304122611146464,1.2798168513881565,0.17338214841465152,0.7430862928664919
twolocal,entangled,twolocal,renyi,4,2,1,1,58,157.37728667259216,0.2991954074012276,1.2899336019783891,0.17032594512953786,0.7440951604786127
twolocal,entangled,twolocal,renyi,4,2,1,1,59,163.61435985565186,0.30008668188974036,1.2884473080614645,0.17011218224102093,0.7452466689244928
twolocal,entangled,twolocal,renyi,4,2,1,1,60,169.8956480026245,0.30036718553128916,1.2882011991791937,0.17270779727081065,0.745503656775586
twolocal,entangled,twolocal,renyi,4,2,1,1,61,176.39428400993347,0.30030434640271053,1.288356980971488,0.1730289582947171,0.7457414321566901
twolocal,entangled,twolocal,renyi,4,2,1,1,62,182.82213497161865,0.29979585911094836,1.2896476193831263,0.17346698756467438,0.7461017410418339
twolocal,entangled,twolocal,renyi,4,2,1,1,63,189.21287393569946,0.2994739515957799,1.2898032426611366,0.1704736129006761,0.7462349196068969
twolocal,entangled,twolocal,renyi,4,2,1,1,64,197.80911803245544,0.30020718961225046,1.2887271545218895,0.17088555348388926,0.7466608595853517
twolocal,entangled,twolocal,renyi,4,2,1,1,65,205.28528809547424,0.2972293036143319,1.2941398452515216,0.16855442238195295,0.7480963188514055
twolocal,entangled,twolocal,renyi,4,2,1,1,66,212.81146216392517,0.295726575537677,1.2974363656465333,0.16566065746811576,0.7491441206656201
twolocal,entangled,twolocal,renyi,4,2,1,1,67,220.59487414360046,0.2954662549182889,1.2985375435664412,0.16333495582523783,0.7498089527845129
twolocal,entangled,twolocal,renyi,4,2,1,1,68,228.83841705322266,0.29448222135430246,1.2996609585038539,0.16304803156356046,0.7500119095447312
twolocal,entangled,twolocal,renyi,4,2,1,1,69,238.33565497398376,0.29222314131645133,1.3041147133789002,0.16063112270686739,0.7522702449170162
twolocal,entangled,twolocal,renyi,4,2,1,1,70,246.8193621635437,0.29118077556566196,1.3058975809894138,0.15700362813210117,0.7529455635827212
twolocal,entangled,twolocal,renyi,4,2,1,1,71,255.7428171634674,0.2916542450794278,1.3051876712714023,0.1632544388160352,0.7532041640137594
twolocal,entangled,twolocal,renyi,4,2,1,1,72,264.7423620223999,0.2916309959051156,1.3051715629278926,0.16143434242106985,0.7539878286662473
twolocal,entangled,twolocal,renyi,4,2,1,1,73,273.836580991745,0.29146673483515256,1.3060226948086042,0.15492888926007983,0.7544503612653888
twolocal,entangled,twolocal,renyi,4,2,1,1,74,283.7351291179657,0.29152840865359075,1.3059142438497462,0.15489847169172194,0.7548968671211868
twolocal,entangled,twolocal,renyi,4,2,1,1,75,294.2238190174103,0.29104191606741653,1.306884660714468,0.15282832559936638,0.7550591849321339
twolocal,entangled,twolocal,renyi,4,2,1,1,76,304.8790600299835,0.2911073608294151,1.306713558241796,0.14943941920490367,0.755246091232057
twolocal,entangled,twolocal,renyi,4,2,1,1,77,315.5071449279785,0.2907717266111935,1.30704812321401,0.14915734608505296,0.7554940140750613
twolocal,entangled,twolocal,renyi,4,2,1,1,78,326.9971299171448,0.28993818473802735,1.3087324652901473,0.14874424812387507,0.7557722355891673
twolocal,entangled,twolocal,renyi,4,2,1,1,79,338.5928418636322,0.289676774825633,1.3090778957231182,0.1478256681124098,0.7557473938514382
twolocal,entangled,twolocal,renyi,4,2,1,1,80,349.9032428264618,0.28981882679193666,1.3088957241638666,0.14736164728249979,0.7557405144313851
twolocal,entangled,twolocal,renyi,4,2,1,1,81,363.3873748779297,0.2908479736999524,1.3064944870663433,0.1485356757247331,0.7561644827725025
twolocal,entangled,twolocal,renyi,4,2,1,1,82,377.76085782051086,0.2908034452908062,1.3065232047243707,0.1481236606542096,0.7563450499934542
twolocal,entangled,twolocal,renyi,4,2,1,1,83,393.9021348953247,0.29048770940789725,1.3067995726480464,0.1517339390370471,0.7565653188572304
twolocal,entangled,twolocal,renyi,4,2,1,1,84,408.52280282974243,0.289225253759393,1.309588768235557,0.14978923998866975,0.7568646158358553
twolocal,entangled,twolocal,renyi,4,2,1,1,85,423.50815773010254,0.2894754830253059,1.3091222020651205,0.14930714843718926,0.7573085581770174
twolocal,entangled,twolocal,renyi,4,2,1,1,86,437.7943527698517,0.2895476019704028,1.3088720227489625,0.1493570298672975,0.7578243696958171
twolocal,entangled,twolocal,renyi,4,2,1,1,87,466.9277367591858,0.28632570363290594,1.3150552926112515,0.14685935079403212,0.7591984016235557
twolocal,entangled,twolocal,renyi,4,2,1,1,88,481.3707797527313,0.2859201812562948,1.3160128813698218,0.1442815419779916,0.7592860124850748
twolocal,entangled,twolocal,renyi,4,2,1,1,89,495.7728888988495,0.2861126248429684,1.3157216287206013,0.14406660509321892,0.759395958662952
twolocal,entangled,twolocal,renyi,4,2,1,1,90,513.9856078624725,0.2873486158800355,1.3135276038485424,0.14551218795238888,0.759829306044043
twolocal,entangled,twolocal,renyi,4,2,1,1,91,529.9896419048309,0.2872045059018788,1.3136283275922196,0.14391695956696696,0.7599648068250354
twolocal,entangled,twolocal,renyi,4,2,1,1,92,548.2977669239044,0.28662042701398677,1.3148826009355767,0.13847509645249373,0.7602554209761034
twolocal,entangled,twolocal,renyi,4,2,1,1,93,565.21457695961,0.28647193672465154,1.3152395176938876,0.14270959393946908,0.7604152963468449
twolocal,entangled,twolocal,renyi,4,2,1,1,94,581.2345099449158,0.2863721820060718,1.3154282488570308,0.14169771681103266,0.7604885734412102
twolocal,entangled,twolocal,renyi,4,2,1,1,95,599.6525137424469,0.28619465528023896,1.315882744768771,0.14246975573193194,0.7605757945067871
twolocal,entangled,twolocal,renyi,4,2,1,1,96,632.0354318618774,0.2865164994238202,1.3152517797277288,0.14562002527643533,0.7607926594430899
twolocal,entangled,twolocal,renyi,4,2,1,1,97,658.761620759964,0.28601711521800227,1.3164933852300058,0.14868464832701644,0.761018008455248
twolocal,entangled,twolocal,renyi,4,2,1,1,98,680.1060087680817,0.28577204060122074,1.3168510097088675,0.14893402751877033,0.7610644077392109
twolocal,entangled,twolocal,renyi,4,2,1,1,99,702.4651637077332,0.28634752484487186,1.3158886221881216,0.15022515385122487,0.7611510322690176
twolocal,entangled,twolocal,renyi,4,2,1,1,100,726.6891236305237,0.28700599768972496,1.3145612490139587,0.1527999184063225,0.761292522008589
twolocal,entangled,twolocal,renyi,4,2,1,1,101,756.2952795028687,0.2863730356978424,1.3157744817959371,0.15361140068879126,0.7615228961314541
twolocal,entangled,twolocal,renyi,4,2,1,1,102,780.549905538559,0.28582916378578266,1.3168322691996968,0.1527105929785333,0.7615787386391987
twolocal,entangled,twolocal,renyi,4,2,1,1,103,803.046005487442,0.28570478491732554,1.3170517996512547,0.15211288164807157,0.7615874777431618
twolocal,entangled,twolocal,renyi,4,2,1,1,104,826.4583375453949,0.2856788888635197,1.3170943766111556,0.15255891168384472,0.7615949066895362
twolocal,entangled,twolocal,renyi,4,2,1,1,105,848.740124464035,0.28561281223476787,1.3172320886609719,0.15279735658657762,0.7616022686073315
twolocal,entangled,twolocal,renyi,4,2,1,1,106,877.4984464645386,0.28563648100537575,1.3171900097617013,0.15269062603406897,0.7616128964105501
twolocal,entangled,twolocal,renyi,4,2,1,1,107,904.3509566783905,0.2855809744778289,1.3172876846036068,0.1524126957114133,0.7616167622279008
twolocal,entangled,twolocal,renyi,4,2,1,1,108,932.7565116882324,0.28564363879589433,1.3171640035431564,0.152569636544709,0.7616185141338035
twolocal,entangled,twolocal,renyi,4,2,1,1,109,965.9940557479858,0.28563416001311825,1.3171818613099724,0.15332893023861507,0.7616209384107534
