enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity,maxpoolgradient
twolocal,entangled,twolocal,overlap,4,2,11,11,0,0,0.0,0.7722780811403338,0.38833955358180205,0.6649406463550175,0.26488111696549604,0.07108490961529906
twolocal,entangled,twolocal,overlap,4,2,11,11,1,4,0.01052093505859375,0.7722780811403339,0.38833955358180006,0.6151128752163865,0.3378426248319253,0.08510366867342176
twolocal,entangled,twolocal,overlap,4,2,11,11,2,11,0.06962990760803223,0.695646573179239,0.4847006533745592,0.6146363507375768,0.37255688541699017,0.1403356106607826
twolocal,entangled,twolocal,overlap,4,2,11,11,3,20,0.17415380477905273,0.3760315884598451,1.1310113852241568,0.6383780124613889,0.48586443090032705,0.09499471135502556
twolocal,entangled,twolocal,overlap,4,2,11,11,4,28,0.28265976905822754,0.2952082039508027,1.2950911105588376,0.6060016835986984,0.5082536135305931,0.08574024230236382
twolocal,entangled,twolocal,overlap,4,2,11,11,5,39,0.45667576789855957,0.3044921736075192,1.2780567205087148,0.24766043007367688,0.5797387549096318,0.21813563062308272
twolocal,entangled,twolocal,overlap,4,2,11,11,6,47,0.6100797653198242,0.3187146750308714,1.250960222272988,0.28169521280561777,0.6436962919449843,0.21451984582850597
twolocal,entangled,twolocal,overlap,4,2,11,11,7,56,0.8083088397979736,0.3091353966863264,1.2687860257331136,0.26030076348923836,0.675431889377272,0.18069177256488073
twolocal,entangled,twolocal,overlap,4,2,11,11,8,66,1.0660598278045654,0.300629980473084,1.2866025746158414,0.14944350001460335,0.7008752263489303,0.11696814551282929
twolocal,entangled,twolocal,overlap,4,2,11,11,9,76,1.3432729244232178,0.28867319394631696,1.3100353179917437,0.14952632009886435,0.7095929929176201,0.1196289220233489
twolocal,entangled,twolocal,overlap,4,2,11,11,10,86,1.6506519317626953,0.305634286262161,1.2772892491254701,0.15215617805061757,0.7168583896462922,0.15124792548998206
twolocal,entangled,twolocal,overlap,4,2,11,11,11,96,1.9868600368499756,0.32266838825693567,1.245083209442557,0.18032869733733092,0.7320576721855105,0.09378570055005093
twolocal,entangled,twolocal,overlap,4,2,11,11,12,106,2.342013120651245,0.32537020045105297,1.2402024373493061,0.15062984433652857,0.7367852937638224,0.0987204480127932
