enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,0,0,0.0,1.0,-9.12546676011899e-16,0.38846404903360304,0.33661379777817746
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,1,4,0.001711130142211914,1.0,-1.0277162481200275e-15,0.3949367527993508,0.34423472353696594
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,2,10,0.009161949157714844,1.0,4.567526396241788e-15,0.34263828721281575,0.4143129557952054
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,3,17,0.030482053756713867,0.9999999999999999,-4.686138432880221e-15,0.326889741733475,0.4296053779197149
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,4,26,0.045391082763671875,0.9999999999999998,1.582245182729361e-15,0.2951429937843993,0.4304087380485837
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,5,38,0.08574199676513672,1.0,-1.960399907604896e-15,0.30633255820594696,0.5034951902137397
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,6,50,0.1307518482208252,1.0,-8.356008053879979e-16,0.37252862790186686,0.5304095513186375
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,7,64,0.2032029628753662,1.0,8.120128621973135e-16,0.35023188638213276,0.5623016490075952
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,8,78,0.28481292724609375,1.0,-1.8392465386349364e-15,0.38714085399279996,0.5694781404232697
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,9,95,0.3908650875091553,1.0,5.49756630577153e-16,0.3524810473582668,0.5767280889330942
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,10,111,0.49537205696105957,0.9999999999999991,1.1543938579229053e-15,0.2985282765917772,0.5805223707413782
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,11,126,0.5962321758270264,1.0,-1.2320812636502987e-15,0.3378672210366293,0.5818012645101609
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,12,143,0.7269251346588135,0.9999999999999998,2.1504829759240476e-15,0.34815272618506155,0.5819549034106385
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,13,166,0.9485859870910645,1.0,1.1471082813742988e-15,0.33582786017081356,0.5824418890916411
twolocal,zipf_1.0,twolocal,renyi,3,2,1,1,14,191,1.1937439441680908,1.0,8.065005725590928e-17,0.3320866625493496,0.5824531613679388
