enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity,maxpoolgradient
twolocal,entangled,twolocal,renyi,1,1,4,4,0,0,0.0,0.968956904373061,0.08108593764860397,0.6344295112780893,0.5895759956436298,0.6515935938526306
twolocal,entangled,twolocal,renyi,1,1,4,4,1,5,0.0005009174346923828,0.968956904373061,0.08108593764860406,0.08249119712694869,0.8915160593636937,1.8238260556699413
twolocal,entangled,twolocal,renyi,1,1,4,4,2,12,0.0012967586517333984,0.9689569043730606,0.08108593764860383,0.04834709861495243,0.9744355890272064,0.3164574003088114
twolocal,entangled,twolocal,renyi,1,1,4,4,3,23,0.0028116703033447266,0.7900128293238975,0.36533385491531756,2.191963832665067e-10,1.0000000000000007,9.306350740969187e-9
