enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,0,0,0.0,0.5049999999999996,0.6881388137135871,0.2904734491183144,0.4913920843424534
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,1,3,0.0010957717895507812,0.5049999999999996,0.6881388137135884,0.20777684506797717,0.5747706332615754
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,2,9,0.0044896602630615234,0.5049999999999994,0.6881388137135911,0.1880964591377382,0.653606421181079
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,3,15,0.03363680839538574,0.5049999999999996,0.6881388137135863,0.14738205628608753,0.6844487611366132
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,4,22,0.0415496826171875,0.5049999999999994,0.6881388137135904,0.16409426761632395,0.7031087960458146
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,5,31,0.07895183563232422,0.5049999999999993,0.6881388137135882,0.19329239473124715,0.7224430573888857
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,6,40,0.09317874908447266,0.5049999999999998,0.6881388137135868,0.18217059463229274,0.7400043845928681
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,7,50,0.11249589920043945,0.5049999999999996,0.6881388137135886,0.1883512032209227,0.7577041084334446
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,8,60,0.1330108642578125,0.5049999999999994,0.6881388137135874,0.187764123559994,0.7616511958243436
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,9,71,0.16020584106445312,0.5049999999999992,0.68813881371359,0.17118577783826472,0.7648845059184832
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,10,82,0.21245598793029785,0.507339271159863,0.6857898481753066,0.1718609215027761,0.7656999057894323
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,11,94,0.26987290382385254,0.5082435627583791,0.6848808149721834,0.16691570657925667,0.766796753009194
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,12,107,0.33329081535339355,0.5077391324012479,0.6853879587926263,0.14733227080531722,0.7673892379194954
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,13,120,0.4689328670501709,0.5083716515093235,0.6847520096565363,0.14475739161300358,0.7683994446366699
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,14,134,0.5417468547821045,0.5151665030449006,0.6779030575304111,0.1491497354629257,0.7688357956157016
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,15,149,0.6210010051727295,0.5161214846911966,0.6769379247474019,0.1517860123255476,0.7695113749523422
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,16,163,0.7258810997009277,0.5148567272702519,0.6782159905359786,0.1499647822725143,0.7697890393695062
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,17,180,0.8432810306549072,0.5114736350897178,0.6816292562292,0.1521597331484386,0.7700438788751638
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,18,197,1.0175728797912598,0.5109846403455205,0.6821219617737654,0.16287734300957793,0.7702250954292277
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,19,215,1.154331922531128,0.5112889042040613,0.6818154082232186,0.1476795504440171,0.7707929208571485
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,20,236,1.3291709423065186,0.5103243084978545,0.6827870448630817,0.14669259854720018,0.7713212622649148
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,21,257,1.4850449562072754,0.5099438793521432,0.6831700759315269,0.14356293623799288,0.7714746582818098
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,22,280,1.6798088550567627,0.5089210508986135,0.6841994101194471,0.1368959645682978,0.7718018093388
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,23,303,1.903775930404663,0.5091878677991685,0.6839309648998528,0.13856762425469615,0.7718419275607575
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,24,327,2.1400868892669678,0.509534083294069,0.6835825641923556,0.1381334052835562,0.7718796412805888
twolocal,zipf_0.1,twolocal,overlap,3,1,1,1,25,351,2.383514881134033,0.509540103616404,0.6835765051483116,0.13890285795990798,0.7718834721784105
