enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity
twolocal,entangled,twolocal,overlap,3,1,20,20,0,0,0.0,0.9863411892223678,0.04109630088694415,0.3168700446116406,0.3717557070917151
twolocal,entangled,twolocal,overlap,3,1,20,20,1,3,0.001069784164428711,0.5098196730852131,0.683295110293004,0.15269890456805368,0.5057998279146085
twolocal,entangled,twolocal,overlap,3,1,20,20,2,8,0.004434823989868164,0.513577095198867,0.6795079622424746,0.15269890456805368,0.6143146221883633
twolocal,entangled,twolocal,overlap,3,1,20,20,3,14,0.009936809539794922,0.5180700050062866,0.6749667292792451,0.10007909352299774,0.650036819237505
twolocal,entangled,twolocal,overlap,3,1,20,20,4,20,0.04398393630981445,0.5309815148089921,0.6618375104350015,0.14574862653299667,0.6565093603933936
twolocal,entangled,twolocal,overlap,3,1,20,20,5,29,0.08478879928588867,0.5724506313443265,0.6188367773825577,0.23329629054425086,0.6772283895190556
twolocal,entangled,twolocal,overlap,3,1,20,20,6,39,0.10359787940979004,0.5107632197449457,0.6823450087925166,0.12656733747920632,0.7354872858978987
twolocal,entangled,twolocal,overlap,3,1,20,20,7,50,0.1522209644317627,0.5154333779203413,0.6776334094436369,0.09138630165831263,0.7427041873090459
twolocal,entangled,twolocal,overlap,3,1,20,20,8,61,0.21103596687316895,0.5194826491412209,0.67353599266304,0.08493551287920018,0.7483426088517993
twolocal,entangled,twolocal,overlap,3,1,20,20,9,72,0.2679147720336914,0.5215127912630773,0.6714774047178693,0.08104453124085409,0.7508720836374493
twolocal,entangled,twolocal,overlap,3,1,20,20,10,85,0.3376429080963135,0.5198924128961405,0.6731207199995569,0.0994372266973216,0.7534613432378944
twolocal,entangled,twolocal,overlap,3,1,20,20,11,102,0.41606688499450684,0.5372841637883603,0.6553852469600994,0.08603938322487611,0.7581156076148522
twolocal,entangled,twolocal,overlap,3,1,20,20,12,118,0.49628472328186035,0.5460792323947514,0.6463327253745536,0.10820930820904678,0.7670544147509172
twolocal,entangled,twolocal,overlap,3,1,20,20,13,132,0.5725576877593994,0.5331807113823335,0.6595893798446557,0.10582620134623312,0.7726815093769333
twolocal,entangled,twolocal,overlap,3,1,20,20,14,147,0.6841628551483154,0.5307925440633227,0.6620305232541263,0.11777324590387216,0.7737971494803777
twolocal,entangled,twolocal,overlap,3,1,20,20,15,164,0.8072729110717773,0.5243162312087729,0.6686299192545557,0.09093257454095104,0.7766686758285611
twolocal,entangled,twolocal,overlap,3,1,20,20,16,180,0.9272580146789551,0.519880576606809,0.6731327170649555,0.07422902639868553,0.7795074439632302
twolocal,entangled,twolocal,overlap,3,1,20,20,17,198,1.0607051849365234,0.5209620753531913,0.6720361227808719,0.07504354040041425,0.7821919314453503
twolocal,entangled,twolocal,overlap,3,1,20,20,18,217,1.2058730125427246,0.5195034663776466,0.6735148983890509,0.08868322266275808,0.784713410350113
twolocal,entangled,twolocal,overlap,3,1,20,20,19,236,1.3791451454162598,0.5202683422994021,0.6727396331988809,0.08734407461492658,0.7849814414321947
twolocal,entangled,twolocal,overlap,3,1,20,20,20,258,1.5700242519378662,0.5217190821169788,0.671268061507793,0.0965728082222589,0.7853935505956089
twolocal,entangled,twolocal,overlap,3,1,20,20,21,281,1.7759194374084473,0.5172271478045618,0.675819718810005,0.09207206594531042,0.7859375542924323
twolocal,entangled,twolocal,overlap,3,1,20,20,22,305,2.01892352104187,0.5180521821485428,0.674984771511768,0.08673148107453874,0.7862464115199809
twolocal,entangled,twolocal,overlap,3,1,20,20,23,325,2.2182044982910156,0.5187393794217993,0.6742889554541386,0.08936631961202315,0.786316632922317
twolocal,entangled,twolocal,overlap,3,1,20,20,24,344,2.3918585777282715,0.5185971602252429,0.6744329853821271,0.08970993548942716,0.7863175503512705
