enum_H,enum_ψREF,enum_pool,enum_method,nV,nH,seed_H,seed_ψ,numparams,numiters,runtime,purity,entropy,distance,fidelity
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,0,0,0.0,1.0,3.021214373923649e-15,0.38846404903360304,0.3366137943193817
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,1,4,0.0022280216217041016,1.0,-1.745617256856168e-15,0.35552201626870444,0.44461734317737545
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,2,9,0.0038650035858154297,0.9999999999999999,-1.0406091835520785e-17,0.1820640235727603,0.5263827610930679
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,3,14,0.005815029144287109,0.9999999999999998,-2.227182950611189e-16,0.22241532389500146,0.5401674488631696
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,4,22,0.009820222854614258,1.0,-3.6461370425226536e-15,0.25734316595746276,0.5506906211519007
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,5,32,0.029191255569458008,1.0,3.3890531233107825e-15,0.3370351032017668,0.5597550534741045
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,6,43,0.03711509704589844,0.999999999999999,2.1369159153107275e-15,0.34411115084331084,0.5739836934859456
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,7,53,0.04472708702087402,0.9999999999999996,-4.468483576762991e-16,0.32685067390297035,0.576750023812184
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,8,65,0.05485129356384277,1.0,-3.5288405242809145e-15,0.31116005923243606,0.5790334310497917
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,9,78,0.06710338592529297,1.0,5.670417959204437e-16,0.3220611264108987,0.5805712864867336
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,10,91,0.08098745346069336,1.0,-3.800284463981517e-15,0.3352845286068876,0.580976918999715
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,11,109,0.11245846748352051,0.9999999999999994,-1.4846295172967495e-15,0.335585076138881,0.5823655886306058
twolocal,zipf_1.0,twolocal,overlap,3,0,1,1,12,125,0.14415240287780762,1.0,-1.046154838916535e-15,0.3327613972124066,0.5824513657037261
