1	0.7886365143063029
2	0.6454602719836537
3	0.6050424949304485
4	0.3177657821029397
5	0.30664264550922227
6	0.30414768872485054
7	0.2536058755937127
8	0.2063641749302253
9	0.19667897996429307
10	0.16901741841149853
11	0.16382004781223314
12	0.156881494211637
13	0.1512998529172931
14	0.1469593907629685
15	0.14294959011511477
16	0.13586235101522381
17	0.13400079954242294
18	0.1328511593271522
19	0.12768919187149552
20	0.124419700825799
21	0.12267686483591411
22	0.11424713649680074
23	0.11201291217694265
24	0.11112405689175564
25	0.10107406619864856
26	0.09947771897052105
27	0.09050895307103168
28	0.08964209882832708
29	0.08564981638068558
30	0.08282376530864632
31	0.08218597985399967
32	0.0819429194822422
33	0.019895406153681683
34	0.01828872401629822
35	0.014174398497518559
36	0.011677287996643138
37	0.009777483314147961
38	0.00816951210132899
39	0.007972293854389023
40	0.007359031739361033
41	0.005301650965927163
42	0.003809050825692384
43	0.002891735153971564
44	0.0022800393025959043
45	0.0020076839023338566
46	0.0016490286512882424
47	0.0012682326377446707
48	0.0010166083096944112
49	0.0008139221663546747
50	0.0005060133218794949
51	0.0002631360893846635
52	0.00019906665112012778
53	7.72116417756541e-5
54	6.588529612117089e-5
